,Japanese Name,Romanized Name,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,,Character,Origin,Residence,Age,Height,Blood Type,English Name,Meaning,Type,Age at Death,LiveAction Portrayal,Alias,First Appearance,Admiral,Main Ship,Total Bounty,Affiliation,Patriarch,Captain,Occupation,Leaders,Residency,12th Leader,13th Tobe Leader,Kingdom,Boss,Matriarch,GovernorGeneral, Number,Size,First appearance,Region,Netflix English VA,Birth Name,Japanese VA,Funi English VA,Features,Weight,Fruit Debut,Usage Debut,Previous User, key,Vessel,Homeland,Completion Date,Length,Affiliates
740,"Ryu Ryu no Mi, Model: Pteranodon",Kingu,King,Chapter 920; Episode 910 (silhouette); Chapter 925; Episode 918,Beasts Pirates,All-Star,Alive,December 1st,Gabe Kunda,King,Grand Line,Wano Country,47,"613 cm (20'1"")",S,"Dragon-Dragon Fruit, Model: Pteranodon","Dragon, Pteranodon",Ancient Zoan,,,,,,,,,,,,,,,,,,,,,,,,,"Alber (アルベル, Aruberu?)",,,,,,,,,,,,,
741,キリンタウロス,Kirintaurosu,Kirintauros,Chapter 658; Episode 582,Caesar Clown; Centaur Patrol Unit,,Alive,,Philip Annarella,Kirintauros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,キリン子ダヌキ,Kirinkodanuki,N/A,Chapter 22; Episode 18,Animals of the Island of Rare Animals,,Alive,,,Kirinkodanuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,キン坊,Kinbō,N/A,Chapter 917; Episode 904,,,Alive,,Molly Zhang,Kinbo,,Wano Country (Okobore Town),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,キラー,Kirā,Killer,Chapter 498; Episode 392,Kid Pirates; Kurozumi Orochi (defected),Pirate; Combatant; Assassin (former),Unknown,February 2nd,Leo Fabian,Killer,South Blue,,25 (debut)27 (after timeskip),"195 cm (6'5"") (debut, after timeskip)",X,,,,,,"""Kamazo the Manslayer"" (人斬り鎌ぞう, Hitokiri Kamazō?, VIZ: ""Hitokiri Kamazo"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Fuku Fuku no Mi,Kin'emon,Kin'emon,Chapter 656; Episode 580,Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance; Nine Red Scabbards,Samurai; Retainer of the Kozuki Family; Leader of the Nine Red Scabbards; Thief (former) ,Alive,January 29th,Chris Ryan,Kin'emon,Grand Line (Wano Country),Wano Country (Kuri),36 (born 56 years ago),"295 cm (9'8"")",X,Garb-Garb Jutsu (VIZ and Funimation);Garb-Garb Fruit (One Piece Official YouTube Channel),Clothing,Paramecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,キキョウ,Kikyō,Kikyo,Chapter 514; Episode 408,Kuja,Warrior,Alive,July 27th,Rachel Robinson,Kikyo,Calm Belt (Amazon Lily),Amazon Lily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,キク,Kiku,Kiku,Chapter 515; Episode 409 (mentioned),Kuja,Warrior,Alive,,,Kiku,,Amazon Lily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,キキパツ,Kikipatsu,N/A,Chapter 925; Episode 917,Blackbeard Pirates,,Alive,,,Kikipatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,菊之丞,Kikunojō,Kikunojo,Chapter 913; Episode 899,Kozuki Family; Nine Red Scabbards,Samurai; Retainer of the Kozuki Family; Tea House Poster Girl,Alive,September 9th,Kayleigh McKee;Bryn Apprill (young),Kikunojo,Grand Line (Wano Country),Wano Country (Ringo (Former)‡; Kuri),22 (born 42 years ago),"287 cm (9'5"")",XF,,,,,,"O-Kiku (お菊, O-Kiku?, English: ""Okiku"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,キメル,Kimeru,Kimel,"Chapter 552, Episode 461",Spade Pirates,Pirate,Alive,,,Kimel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,キビン,Kibin,Kibin,"Chapter 594, Episode 475",Marines,Marine Commodore,Alive,,Darryl Roberds,Kibin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,キバガエル,Kibagaeru,Kibagaeru,Chapter 306; Episode 208,Foxy Pirates; Fanged Toad Pirates (former),Pirate; Captain (former),Alive,,Takashi Nagasako,Kibagaeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,Jake Jake no Mi,Kerī Fanku,Kelly Funk,Chapter 704; Episode 633,Mogaro Kingdom,Assassin,Alive,December 9th,Daman Mills,Kelly Funk,Grand Line (Mogaro Kingdom),,36,"168 cm (5'6"")",X,Jacket-Jacket Fruit,Jacket,Paramecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,キース,Kīsu,N/A,Chapter 809; Episode 759,Guardians,,Alive,,Keiji Hirai,Keith,,Mokomo Dukedom (Whale Forest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,ケビ,Kebi,Kebi,Chapter 164; Episode 100,Arabasta Kingdom; Suna Suna Clan (formerly); Rebel Army (formerly),Rebel (former),Alive,,Joel Mcdonald (Anime); Ian Sinclair (Movie 8),Kebi,,Arabasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,キエフ,Kiefu,Kiev,Chapter 325; Episode 231,Franky Family; Galley-La Company,"Dismantler, Bounty Hunter",Alive,,Andrew Chandler,Kiev,,Water 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,火前坊,Kazenbō,Kazenbo,Chapter 1030; Episode 1055,Kurozumi Family,,Deceased,,Takumi Yamazaki,Kazenbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,ケチャッチ,Kechatchi,Kechatch,Chapter 553,Whitebeard Pirates,Pirate; Captain,Alive,,,Kechatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,勝ぞう,Katsuzō,Katsuzo,Chapter 960; Episode 960,,,Deceased,,,Katsuzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,風影,Kazekage,Kazekage,Chapter 931; Episode 925,Beasts Pirates; Orochi Oniwabanshu (former),Ninja; Pirate,Alive,February 28th,Branden Loera,Kazekage,Wano Country,"Flower Capital, Wano Country",43,"192 cm (6'3"")",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,河松,Kawamatsu,Kawamatsu,Chapter 920; Episode 910,Kozuki Family; Nine Red Scabbards,Retainer of the Kozuki Family; Samurai; Sumo Wrestler; Highway Robber (former),Alive,June 14th,Anthony Bowling;Lindsay Seidel (young),Kawamatsu,,Wano Country,41,"271 cm (8'11"")",F,,,,,,"Gyukimaru (牛鬼丸, Gyūkimaru?)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,カヤ,Kaya,Kaya,Chapter 23; Episode 9,,Medical student,Alive,August 24th,Carrie Savage,Kaya,East Blue (Gecko Islands),Syrup Village,17 (debut)19 (after timeskip),"169 cm (5'6"")",F,,,,,Celeste Loots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,カシ神,Kashigami,Kashigami,Chapter 287; Episode 187,Shandia,,Deceased,November 4th,Christopher Bevins Gabe Kunda (Episode of Skypiea),Kashigami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,カーシー,Kāshī,Kashii,Chapter 377; Episode 265,"World Government (defected), Giant Warrior Pirates","Pirate, Gate Guardian (former)",Alive,April 1st,Jeff Johnson,Kashii,Grand Line (Elbaf),ElbafEnies Lobby (former)Water 7 (former),154 (debut)156 (after timeskip),"1700 cm (55'9"")",X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,カルマ,Karuma,Karma,Chapter 553; Episode 467,Takotopus Pirates; Whitebeard Pirates,Pirate; Captain,Alive,June 6th,Ben Bryant,Karma,,,Over 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,カルー,Karū,"Karoo (Viz, 4Kids, Funimation);Kalu (Odex)",Chapter 109; Episode 65,"Super Spot-Billed Duck Troops, Nefertari Vivi, Straw Hat Pirates (former), Baroque Works (former)",Pet; Royal Transport; Captain of the Super Spot-Billed Duck Troops; Pirate (former),Alive,November 8th,Monica Rial,Karoo,Grand Line (Arabasta Kingdom),Arabasta Kingdom (Alubarna),14 (debut)16 (after timeskip),"150 cm (4'11"")",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,Susu Susu no Mi,Karasu,Karasu,Chapter 593; Episode 510,Revolutionary Army (North Army),North Army Commander of the Revolutionary Army,Alive,September 18th,Matt Fowler,Karasu,North Blue,Baltigo (former); Momoiro Island,45 (debut)47 (after timeskip),"265 cm (8'8"")",S,Soot-Soot Fruit,Soot,Logia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,カネゼニー,Kanezenī,Moneypenny,Chapter 398; Episode 278,,Farmer,Alive,,,Kanezenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,カサゴバ,Kasagoba,KasagonKasagoba (WT100),Chapter 607; Episode 527,New Fish-Man Pirates,Pirate,Alive,,Dallas Reid,Kasagoba,Grand Line (Ryugu Kingdom; Fish-Man Island),Fish-Man District (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,カサ,Kasa,Kasa,Chapter 594; Episode 511,Raijin Island,,Alive,,Cheryl Lowber,Kasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,カネシロ,Kaneshiro,Kaneshiro,Chapter 72; Episode 31,Arlong Pirates; Sun Pirates (former),Pirate; Shipwright,Alive,December 2nd,,Kaneshiro,"Grand Line (Ryugu Kingdom, Fish-Man Island)","Fish-Man District (former),  Arlong Park (former)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,カッパ,Kappa,Kappa,Chapter 167; Episode 105,,Shoeshiner,Alive,,Monica Rial,Kappa,,Nanohana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,噛二郎,Kamijirō,Kamijiro,Chapter 914; Episode 901,Beasts Pirates,,Alive,,Davon Oliver,Kamijiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,カメ吉,Kamekichi,N/A,Chapter 926; Episode 918,,Newspaper deliveryman,Alive,,Adam Gibbs,Kamekichi,,Wano Country (Flower Capital),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Awa Awa no Mi,Karifa,Kalifa,Chapter 323; Episode 230,CP0; CP9 (former); Galley-La Company (former),"Cipher Pol Agent; Secretary (cover, former)",Alive,April 23rd,Shelley Calene-Black,Kalifa,Grand Line,,25 (debut)27 (after timeskip),"185 cm (6'1"")",XF,Bubble-Bubble Fruit,Bubble,Paramecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
776,カルガラ,Karugara,KalgaraCalgara (Funimation subs),Chapter 286; Episode 187,Shandia,Warrior,Deceased,October 4th,Robert McCollum,Kalgara,Grand Line,,,"222 cm (7'3"")",X,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,カクの進,Kakunoshin,N/A,Chapter 926; Episode 918,Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance,Samurai,Alive,,Kristian Eros,Kakunoshin,,Wano Country (Flower Capital),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,カクカク,Kakukaku,Blockhead,Chapter 334; Episode 237,,,Alive,,,Kakukaku,,Water 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,カクさん,Kaku-san,Kaku,Chapter 927; Episode 919,Kyoshiro Family,,Alive,,Alejandro Saab,Kaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,カマキリ,Kamakiri,Kamakiri,Chapter 249; Episode 163,Shandia; God's Guards,Shandia Warrior; God's Guard,Alive,July 10th,Scott Freeman;Mary Morgan (young),Kamakiri,Sky Islands (Skypiea),,22 (debut)24 (after timeskip),214 cm (7'),F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,カイロ ・クレヨ,Kairo Kureyo,Spara Heetpack,Chapter 535; Episode 437,,Prisoner,Unknown,,"At least 100,000,000",Kairo Kureyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,"Ushi Ushi no Mi, Model: Giraffe",Kaku,Kaku,Chapter 323; Episode 230,CP0; CP9 (former); Galley-La Company (former),Cipher Pol Agent; Shipwright (cover),Alive,August 7th,Alex Organ;Jerry Jewell (Unlimited Adventure),Kaku,East Blue,Guanhao (former),23 (debut)25 (after timeskip),"193 cm (6'4"")",X,Ox-Ox Fruit Giraffe Model,Giraffe,Zoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
783,カイリケン,Kairiken,Kairiken,Chapter 498; Episode 392,Sabaody Archipelago,Bounty Hunter,Alive,January 24th,Keiji Hirai,Kairiken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,カイレン,Kairen,Kairen,Chapter 608; Episode 527,Mermaid Cafe,Dancer,Alive,,Dawn M. Bennett,Kairen,Grand Line (Ryugu Kingdom; Fish-Man Island),Mermaid Cove (Coral Hill),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,カギッコ,Kagikko,Keygan,Chapter 64,Krieg Pirates,Pirate; Locksmith,Alive,October 27th,,Kagikko,East Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,"Uo Uo no Mi, Model: Seiryu",Kaidō,Kaido,Chapter 795; Episode 736,Beasts Pirates; Rocks Pirates (former); Four Emperors (former),Governor-General; Emperor (former); Soldier (former); Apprentice (former),Unknown,May 1st,David Sobolov,Kaidou,Grand Line,Wano Country (Onigashima);Vodka Kingdom (former),59,"710 cm (23'4"")",F,"Fish-Fish Fruit, Model: Azure DragonFish-Fish Fruit, Azure Dragon Model","Fish, Azure Dragon",Mythical Zoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,カダル,Kadaru,Kadar,Chapter 622; Episode 541,"Marines, G-2",Marine Rear Admiral,Unknown,July 29th,Chris Patton,Kadar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,カゲロウ,Kagerō,N/A,Chapter 920; Episode 909,Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance,Samurai; Priest,Alive,,James Larabee,Kagero,,Wano Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,ユリウス,Yuriusu,Julius,Chapter 578; Episode 489,Ally of the Whitebeard Pirates,Pirate; Captain,Alive,,,Julius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,十鬼（ジューキ）,Jūki,Juki,Chapter 977; Episode 982,Beasts Pirates (Numbers),,Alive,,Alfie Coy,Juki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,"Mushi Mushi no Mi, Model: Kabutomushi",Kabu,Cub; Kabu (FUNimation (Ep 640-648)),Chapter 710; Episode 640,Tontatta Kingdom; Tontatta Pirates; Straw Hat Grand Fleet,Leader of Yellow Kabu Squad; Pirate,Alive,July 1st,Clay Wheeler (Episode of Sabo)Shawn Gann,Kabu,,,,,,"Bug-Bug Fruit, Model: Rhinoceros beetle",Insect; Rhinoceros Beetle,Zoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,ジュディ,Judi,Judi,Chapter 499; Episode 393,Marie,,Alive,November 2nd,Sean O'Connor,Judy,Grand Line,Sabaody Archipelago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,ジュナン,Junan,Junan,Chapter 611; Episode 530,Criminal,Cashier,Alive,,Blake McNamara,Junan,Grand Line (Ryugu Kingdom; Fish-Man Island),Gyoverly Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,Kira Kira no Mi,Jozu,Jozu,Chapter 234; Episode 151,Whitebeard Pirates,Pirate; 3rd Division Commander,Alive,November 11th,Matt Thurston,Jozu,West Blue,,40 (debut)42 (after timeskip),"503 cm (16'6"")",X,Twinkle-Twinkle Fruit,Sparkle,Paramecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,ジョイボーイ,Joi Bōi,Joyboy (VIZ Media);Joy Boy (Funimation),,,,,,,Joy Boy,,,,,,,,,,,,Chapter 628; Episode 548 (mentioned);Chapter 1044; Episode 1071 (Luffy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unidentified personMonkey D. Luffy,,,,
796,十字ロウ,Jūjirō,N/A,Chapter 926; Episode 918,Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance,Samurai,Alive,,Bradley Gareth,Jujiro,,Wano Country (Flower Capital),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,ヨセフ,Yosefu,Joseph,Chapter 705; Episode 635,CP0,Cipher Pol Agent,Alive,,Bradley Gareth,Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,ジョシュ,Joshu,N/A,Chapter 1065; Episode 1095,Edison,Assistant,Alive,,,Joshu,,Egghead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,ジョルジ,Joruji,George,Chapter 353; Episode 248,World Government,Judge,Alive,,Steve Powell,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,ジョニー,Jonī,Johnny,Chapter 42; Episode 19,Yosaku; Roronoa Zoro's band (former);,Bounty Hunter (former); Fisherman,Alive,November 12th,Christopher Ayres,Johnny,East Blue,,23 (debut)25 (after timeskip),"186 cm (6'1"")",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,ヨルル,Yoruru,Jorul,Chapter 866; Episode 836,Giant Warrior Pirates; Elbaf,Pirate Captain (former),Deceased,December 4th,Tyson Rinehart,Jorul,Grand Line (Elbaf),Elbaf,,"2150 cm (70'6"")",F,,,,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,ジョン,Jon,John,Chapter 450; Episode 344,Rocks Pirates (former); Thriller Bark Pirates (post mortem),General Zombie; Pirate Captain (former),Deceased,,Ken Marmon,John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,ジョボ,Jobo,Jobo,"Chapter 232, Episode 150",,,Alive,,Bill Jenkins,Jobo,,Mock Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,ジョン・ジャイアント,Jon Jaianto,John Giant,Chapter 96; Episode 45,Marines,Vice Admiral,Alive,May 19th,J. Paul SlavensTyson Rinehart (Episode 473+),John Giant,,Elbaf (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,地蔵,Jizō,N/A,Chapter 951; Episode 951,Beasts Pirates; Kurozumi Family (Mimawarigumi) (former),Samurai; Pirate,Alive,,John Gerhardt,Jizo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,ジロン,Jiron,Jiron,Chapter 1082,Revolutionary Army,North Army Deputy Commander,Alive,,,Jiron,,Baltigo (former); Momoiro Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,ジョー,Jō,Jo,Chapter 948; Episode 947,Ninja-Pirate-Mink-Samurai Alliance,Prisoner (former),Alive,,Kiba Walker,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,地武えもん,Jibuemon,Jibuemon,Chapter 920; Episode 911,Kozuki Family,Retainer of the Kozuki Family; Samurai,Alive,,Daniel Van Thomas,Jibuemon,,Wano Country (Kibi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,地獄弁天,Jigoku Benten,Jigoku-Benten,Chapter 931; Episode 925,Beasts Pirates; Orochi Oniwabanshu (former); Kurozumi Family (former),Ninja; Pirate,Alive,October 18th,Kasi Hollowell,Jigoku Benten,Wano Country,"Flower Capital, Wano Country",21,"225 cm (7'4"")",X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,ジンベエ,Jinbē,Jimbei;Jinbe (OPCG),Chapter 528; Episode 430,Straw Hat Pirates;Straw Hat Grand Fleet;Sun Pirates (former);Ally of the Big Mom Pirates (former);Seven Warlords of the Sea (former);Ryugu Kingdom (resigned);Impel Down (former);Ninja-Pirate-Mink-Samurai Alliance (disbanded),Pirate; Helmsman; Senior Officer; Captain (former); Warlord of the Sea (former); Soldier (former); Prisoner of the Great Prison (former),Alive,April 2nd,Daniel Baugh,Jinbe,"Grand Line (Ryugu Kingdom, Fish-Man Island)",Fish-Man District (former),44 (debut)46 (after timeskip),"301 cm (9'11"") (debut, after timeskip)",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,ジグラ,Jigura,Jigra,"Chapter 860, Episode 830",Underworld; Organ Dealing Assassination Group (Non-Canon)≠,Organ Trader,Deceased,,Christian Taylor,Jigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,Toshi Toshi no Mi,Juerī Bonī,Jewelry Bonney,Chapter 498; Episode 392,Bonney Pirates,Pirate Captain; Princess (former),Alive,September 1st,Laura Wetsel,Jewelry Bonney,Red Line (Mary Geoise),"South Blue (Sorbet Kingdom) (former); Egghead (former, temporary)",10 (debut)12 (after timeskip)22-24 (estimated default age by appearance),"174 cm (5'9"") (debut, after timeskip)",F,Age-Age Fruit,Age; Year,Paramecia,,,"Conney (コニー, Konī?)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,ジゴロウ,Jigorō,Jigoro,Chapter 452; Episode 346,Thriller Bark Pirates,General Zombie,Deceased,February 21st,Christopher Sabat,Jigoro,West Blue,,,"238 cm (7'10"")",S,,,,59,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,
814,ジェリー,Jerī,Jerry,Chapter 362; Episode 253,CP6,Cipher Pol Agent,Alive,February 22nd,Wilbur Penn,Jerry,South Blue (Karate Island),,44 (debut)46 (after timeskip),"676 cm (22'2"")",XF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,ジェロ,Jero,Jero,Chapter 680; Episode 606,Marines; G-5,,Alive,,Brad Smeaton,Jero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,Riki Riki no Mi,Jīzasu Bājesu,"Jesus Burgess (VIZ, uncut dub);G. Zass Burgess (edited dub)",Chapter 222; Episode 146,Blackbeard Pirates,Helmsman; Titanic Captain (Captain of the First Ship),Alive,December 25th,Phil Parsons,Jesus Burgess,Grand Line,,27 (debut)29 (after timeskip),"355 cm (11'8"")",F,Strong-Strong Fruit,Strength,Paramecia,,,"""Mr. Store"" (Mr.ストア, Misutā Sutoa?)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,モックタウン,Mokku Taun,,,,,,,,Mock Town,,,,,,Mock Town,,,,,,,,,,,,,,,,,,,,,,,,Chapter 222; Episode 146,Jaya,,,,,,,,,,,,,,,
818,ジープ,Jīpu,N/A,Chapter 906; Episode 884,Levely,King,Alive,,Randy Pearlman,Jeep,,South Fire Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,ジャン・ゴエン,Jan Goen,Dez Tinny,Chapter 526; Episode 423,,Prisoner,Alive,September 24th,,Jean Goen,Grand Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,ジャンバール,Janbāru,Jean Bart,Chapter 497; Episode 391,Heart Pirates; his own crew (former); Ninja-Pirate-Mink-Samurai Alliance,Pirate; Captain (former); Slave (former),Unknown,April 6th,John McCalmont,Jean Bart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,ジェット,Jetto,Jet; Jeet,Chapter 704; Episode 633,Ideo Pirates; Straw Hat Grand Fleet,"Pirate, Criminal; Bounty Hunter (former)",Alive,,Robby Gemaehlich,Jeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,ジャン・アンゴ,Jan Ango,Jean Ango,Chapter 706; Episode 639,,Bounty Hunter; Sniper,Alive,August 14th,Mark Fickert,Jean Ango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,ヤルル,Yaruru,Jarul,Chapter 866; Episode 836,Giant Warrior Pirates; Elbaf,Pirate (former); Captain (former),Unknown,December 8th,Jason Douglas,Jarul,Grand Line (Elbaf),Elbaf,345 (Debut),"2050 cm (67'3"")",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,ジェイガルシア・サターン聖,Jeigarushia Satān Sei,St. Jaygarcia Saturn,Chapter 233; Episode 151,Five Elders; World Nobles,"Co-Head of the World Government (Public);Warrior God of Science and Defense (科学防衛武神, Kagaku Bōei Bushin?, VIZ: ""Godhead of Science & Defense"");Scientist",Alive,,Jerry Russell;J.B. Edwards (Episode 511+),Jaygarcia Saturn,,Mary Geoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,ジャンゴ,Jango,"Django (Viz, 4Kids, Funimation subs);Jango (Funimation dub, WT100, live-action series)",Chapter 25; Episode 9,Marines; Black Cat Pirates (former),"Marine Lieutenant Commander; Marine Seaman Recruit (promoted); Pirate (former); Captain (former), First Mate (former), Dancer (former)",Alive,December 28th,Kenny Green,Jango,East Blue,,27 (debut)29 (after timeskip),207 cm (6’9½”),S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,四鬼（ジャキ）,Jaki,Jaki,Chapter 954; Episode 955,Beasts Pirates (Numbers),,Alive,,Kamen Casey,Jaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,ジャルマック聖,Jarumakku Sei,Saint Jalmack,Chapter 588; Episode 502,World Government,World Noble,Alive,November 9th,Brian Hathaway,Jalmack,,Mary Geoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,ハグワール・D（ディー）・サウロ,Haguwāru Dī Sauro,Jaguar D. Saul,Chapter 392; Episode 275,Marines (defected),Vice Admiral (former),Alive,March 6th,"Cole Brown (anime),Mark Stoddard (Movie 8, Episode 1042+)",Jaguar D. Saul,South Blue,Elbaf,105 (Debut)127 (Current),1950 cm (64'),F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
